OBJECTID,TOWN,TOWN_ID,FIPS State/County Code,US Census Town Code,FIPS Town Code,FIPS_MCD,FIPS County Code,Area (acres),Area (SqMile),GlobalID,Shape__Area,Shape__Length
1,WORCESTER,348,25027,030,82000,25027030,27,24602.486,384.411,4a5c1b16-020d-44ed-a099-ff0b17a2f82c,1071679895.05017,139826.751833248
